
Health Institute A	10-Apr-14	295.06
Health Institute A	25-Apr-14	312.36
Health Institute A	10-May-14	346.86
Health Institute A	25-May-14	290.32
Health Institute A	09-Jun-14	273.24
Health Institute A	24-Jun-14	310.09
Health Institute A	09-Jul-14	370.08
Health Institute A	24-Jul-14	304.82
Health Institute A	08-Aug-14	307.25
Health Institute A	23-Aug-14	306.4
Health Institute A	07-Sep-14	310.95
Health Institute A	22-Sep-14	293.84
Health Institute A	07-Oct-14	311.19
Health Institute A	22-Oct-14	271.11
Health Institute A	06-Nov-14	296.94
Health Institute A	21-Nov-14	276.52
Health Institute A	06-Dec-14	316.46
Health Institute A	21-Dec-14	239.35
Health Institute A	05-Jan-15	287.5
Health Institute A	20-Jan-15	309.87
Health Institute A	04-Feb-15	234.27
Health Institute A	19-Feb-15	348.07
Health Institute A	06-Mar-15	280.78
Health Institute A	21-Mar-15	236.36
Health Institute A	05-Apr-15	302.09
Health Institute A	20-Apr-15	283.17
Health Institute A	05-May-15	356.08
Health Institute A	20-May-15	284.74
Health Institute A	04-Jun-15	335.36
Health Institute A	19-Jun-15	271.78
Health Institute A	04-Jul-15	273.21
Health Institute A	19-Jul-15	295.56
Health Institute A	03-Aug-15	286.89
Health Institute A	18-Aug-15	292.34
Health Institute A	02-Sep-15	315.76
Health Institute A	17-Sep-15	285.09
Health Institute A	02-Oct-15	191.19
Health Institute A	17-Oct-15	237.14
Health Institute A	01-Nov-15	258.53
Health Institute A	16-Nov-15	221.88
Health Institute A	01-Dec-15	252.33
Health Institute A	16-Dec-15	259.1
Health Institute A	31-Dec-15	247.18
Health Institute A	15-Jan-16	246.39
Health Institute A	30-Jan-16	244.56
Health Institute A	14-Feb-16	284.47
Health Institute A	29-Feb-16	317.01
Health Institute A	15-Mar-16	252.41
Health Institute A	30-Mar-16	269.48
Health Institute A	14-Apr-16	281.25
Health Institute A	29-Apr-16	238.71
Health Institute A	14-May-16	265.61
Health Institute A	29-May-16	209.9
Health Institute A	13-Jun-16	237.25
Health Institute A	28-Jun-16	302.86
Health Institute A	13-Jul-16	213.8
Health Institute A	28-Jul-16	247.01
Health Institute A	12-Aug-16	260.7
Health Institute A	27-Aug-16	221.72
Health Institute A	11-Sep-16	296.94
Health Institute A	26-Sep-16	162.62
Health Institute A	11-Oct-16	255.79
Health Institute A	26-Oct-16	292.88
Health Institute A	10-Nov-16	320.19
Health Institute A	25-Nov-16	263.71
Health Institute A	10-Dec-16	239.32
Health Institute A	25-Dec-16	198.88
Health Institute A	09-Jan-17	228.46
Health Institute A	24-Jan-17	256.92
Health Institute A	08-Feb-17	212.28
Health Institute A	23-Feb-17	273.9
Health Institute A	10-Mar-17	196.2
Health Institute A	25-Mar-17	224.12
Health Institute A	09-Apr-17	303.35
Health Institute A	24-Apr-17	239.71
Health Institute A	09-May-17	279.51
Health Institute A	24-May-17	208.23


Health Institute B	01-Jan-10	64.65
Health Institute B	16-Jan-10	131.98
Health Institute B	31-Jan-10	38.54
Health Institute B	15-Feb-10	150.7
Health Institute B	02-Mar-10	100.8
Health Institute B	17-Mar-10	60.05
Health Institute B	01-Apr-10	87.71
Health Institute B	16-Apr-10	55.69
Health Institute B	01-May-10	139.6
Health Institute B	16-May-10	148.08
Health Institute B	31-May-10	103.3
Health Institute B	15-Jun-10	103.34
Health Institute B	30-Jun-10	90.24
Health Institute B	15-Jul-10	69.19
Health Institute B	30-Jul-10	187.82
Health Institute B	14-Aug-10	184.66
Health Institute B	29-Aug-10	219.24
Health Institute B	13-Sep-10	171.49
Health Institute B	28-Sep-10	151.08
Health Institute B	13-Oct-10	188.77
Health Institute B	28-Oct-10	169.2
Health Institute B	12-Nov-10	53.39
Health Institute B	27-Nov-10	172.86
Health Institute B	12-Dec-10	175
Health Institute B	27-Dec-10	290.68
Health Institute B	11-Jan-11	262.88
Health Institute B	26-Jan-11	100.08
Health Institute B	10-Feb-11	212.78
Health Institute B	25-Feb-11	275.39
Health Institute B	12-Mar-11	190.4
Health Institute B	27-Mar-11	235.59
Health Institute B	11-Apr-11	255.48
Health Institute B	26-Apr-11	290.89
Health Institute B	11-May-11	220.29
Health Institute B	26-May-11	234.25
Health Institute B	10-Jun-11	185.73
Health Institute B	25-Jun-11	271.37
Health Institute B	10-Jul-11	212.87
Health Institute B	25-Jul-11	222.11
Health Institute B	09-Aug-11	342.59
Health Institute B	24-Aug-11	265.49
Health Institute B	08-Sep-11	222.24
Health Institute B	23-Sep-11	280.23
Health Institute B	08-Oct-11	304.49
Health Institute B	23-Oct-11	253.18
Health Institute B	07-Nov-11	272.02
Health Institute B	22-Nov-11	331.94
Health Institute B	07-Dec-11	252.98
Health Institute B	22-Dec-11	340.89
Health Institute B	06-Jan-12	285.51
Health Institute B	21-Jan-12	385.15
Health Institute B	05-Feb-12	306.54
Health Institute B	20-Feb-12	361.12
Health Institute B	06-Mar-12	356.05
Health Institute B	21-Mar-12	317.9
Health Institute B	05-Apr-12	366.9
Health Institute B	20-Apr-12	288.43
Health Institute B	05-May-12	362.2
Health Institute B	20-May-12	332.98
Health Institute B	04-Jun-12	421.2
Health Institute B	19-Jun-12	412.57
Health Institute B	04-Jul-12	352.64
Health Institute B	19-Jul-12	378.27
Health Institute B	03-Aug-12	332.21
Health Institute B	18-Aug-12	446.38
Health Institute B	02-Sep-12	324.23
Health Institute B	17-Sep-12	418.04
Health Institute B	02-Oct-12	414.4
Health Institute B	17-Oct-12	405.08
Health Institute B	01-Nov-12	375.24
Health Institute B	16-Nov-12	452.24
Health Institute B	01-Dec-12	364.86
Health Institute B	16-Dec-12	448.09
Health Institute B	31-Dec-12	360.48
Health Institute B	15-Jan-13	412.87
Health Institute B	30-Jan-13	449.64
Health Institute B	14-Feb-13	485.04
Health Institute B	01-Mar-13	427.62
Health Institute B	16-Mar-13	400.73
Health Institute B	31-Mar-13	531.96
Health Institute B	15-Apr-13	399.06
Health Institute B	30-Apr-13	519.98
Health Institute B	15-May-13	465.85
Health Institute B	30-May-13	396.14
Health Institute B	14-Jun-13	551
Health Institute B	29-Jun-13	475.85
Health Institute B	14-Jul-13	549.28
Health Institute B	29-Jul-13	491.55
Health Institute B	13-Aug-13	518.78
Health Institute B	28-Aug-13	420.42
Health Institute B	12-Sep-13	515.43
Health Institute B	12-Sep-13	521.67
Health Institute B	27-Sep-13	500.65
Health Institute B	12-Oct-13	545.79
Health Institute B	27-Oct-13	527.75
Health Institute B	11-Nov-13	488.15
Health Institute B	26-Nov-13	565.56
Health Institute B	11-Dec-13	565.84
Health Institute B	26-Dec-13	535.33
Health Institute B	10-Jan-14	554.46
Health Institute B	25-Jan-14	520.6
Health Institute B	09-Feb-14	479.93
Health Institute B	24-Feb-14	489.22
Health Institute B	11-Mar-14	541.85
Health Institute B	26-Mar-14	489.89
Health Institute B	10-Apr-14	530.83
Health Institute B	25-Apr-14	537.09
Health Institute B	10-May-14	451.78
Health Institute B	25-May-14	611.4
Health Institute B	09-Jun-14	472.08
Health Institute B	24-Jun-14	557.08
Health Institute B	09-Jul-14	512.78
Health Institute B	24-Jul-14	526.63
Health Institute B	08-Aug-14	435.63
Health Institute B	23-Aug-14	545.74
Health Institute B	07-Sep-14	522.07
Health Institute B	22-Sep-14	563.13
Health Institute B	07-Oct-14	531.57
Health Institute B	22-Oct-14	454.33
Health Institute B	06-Nov-14	539.45
Health Institute B	21-Nov-14	542.86
Health Institute B	06-Dec-14	536.38
Health Institute B	21-Dec-14	543.05
Health Institute B	05-Jan-15	445.11
Health Institute B	20-Jan-15	557.03
Health Institute B	04-Feb-15	531.57
Health Institute B	19-Feb-15	521.61
Health Institute B	06-Mar-15	558.59
Health Institute B	21-Mar-15	554.63
Health Institute B	05-Apr-15	477.89
Health Institute B	20-Apr-15	522.16
Health Institute B	05-May-15	593.73
Health Institute B	20-May-15	484.18
Health Institute B	04-Jun-15	497.25
Health Institute B	19-Jun-15	449.44
Health Institute B	04-Jul-15	575.99
Health Institute B	19-Jul-15	530.69
Health Institute B	03-Aug-15	582.64
Health Institute B	18-Aug-15	504.26
Health Institute B	02-Sep-15	556.67
Health Institute B	17-Sep-15	461.96
Health Institute B	02-Oct-15	476.39
Health Institute B	17-Oct-15	514.89
Health Institute B	01-Nov-15	541.15
Health Institute B	16-Nov-15	515.21
Health Institute B	01-Dec-15	555.81
Health Institute B	16-Dec-15	534.49
Health Institute B	31-Dec-15	494.36
Health Institute B	15-Jan-16	511.58
Health Institute B	30-Jan-16	507.86
Health Institute B	14-Feb-16	488.19
Health Institute B	29-Feb-16	479.35
Health Institute B	15-Mar-16	525.36
Health Institute B	30-Mar-16	533.03
Health Institute B	14-Apr-16	523.06
Health Institute B	29-Apr-16	529.78
Health Institute B	14-May-16	523.27
Health Institute B	29-May-16	525.21
Health Institute B	13-Jun-16	444.85
Health Institute B	28-Jun-16	539.55
Health Institute B	13-Jul-16	494.54
Health Institute B	28-Jul-16	479.44
Health Institute B	12-Aug-16	471.66
Health Institute B	27-Aug-16	487.33
Health Institute B	11-Sep-16	474.89
Health Institute B	26-Sep-16	504.6
Health Institute B	11-Oct-16	613.09
Health Institute B	26-Oct-16	511.62
Health Institute B	10-Nov-16	539.11
Health Institute B	25-Nov-16	494.1
Health Institute B	10-Dec-16	543.49
Health Institute B	25-Dec-16	526.44
Health Institute B	09-Jan-17	479.77
Health Institute B	24-Jan-17	557.3
Health Institute B	08-Feb-17	488.12
Health Institute B	23-Feb-17	560.13
Health Institute B	10-Mar-17	513.43
Health Institute B	25-Mar-17	506.56
Health Institute B	09-Apr-17	515.66
Health Institute B	24-Apr-17	504.3
Health Institute B	09-May-17	518.47
Health Institute B	24-May-17	531.5

Health Institute C	01-Jan-10	24.82
Health Institute C	16-Jan-10	-20.89
Health Institute C	31-Jan-10	-42.33
Health Institute C	15-Feb-10	37.48
Health Institute C	02-Mar-10	-41.89
Health Institute C	17-Mar-10	55.39
Health Institute C	01-Apr-10	87.54
Health Institute C	16-Apr-10	39.03
Health Institute C	01-May-10	15.86
Health Institute C	16-May-10	51.03
Health Institute C	31-May-10	-6.56
Health Institute C	15-Jun-10	91.1
Health Institute C	30-Jun-10	33.81
Health Institute C	15-Jul-10	-36.07
Health Institute C	30-Jul-10	47.87
Health Institute C	14-Aug-10	53.35
Health Institute C	29-Aug-10	86.83
Health Institute C	13-Sep-10	1.25
Health Institute C	28-Sep-10	-3.06
Health Institute C	13-Oct-10	87.73
Health Institute C	28-Oct-10	-23.52
Health Institute C	12-Nov-10	104.9
Health Institute C	27-Nov-10	-18.61
Health Institute C	12-Dec-10	-15.27
Health Institute C	27-Dec-10	-6.7
Health Institute C	11-Jan-11	-11.35
Health Institute C	26-Jan-11	0.14
Health Institute C	10-Feb-11	0.06
Health Institute C	25-Feb-11	7.56
Health Institute C	12-Mar-11	1.58
Health Institute C	27-Mar-11	36.73
Health Institute C	11-Apr-11	51.38
Health Institute C	26-Apr-11	73.59
Health Institute C	11-May-11	84.7
Health Institute C	26-May-11	81.6
Health Institute C	10-Jun-11	33.25
Health Institute C	25-Jun-11	118.01
Health Institute C	10-Jul-11	79.5
Health Institute C	25-Jul-11	43.83
Health Institute C	09-Aug-11	19.76
Health Institute C	24-Aug-11	186.58
Health Institute C	08-Sep-11	-18.85
Health Institute C	23-Sep-11	37.24
Health Institute C	08-Oct-11	132.18
Health Institute C	23-Oct-11	34.1
Health Institute C	07-Nov-11	5.93
Health Institute C	22-Nov-11	176.62
Health Institute C	07-Dec-11	17.03
Health Institute C	22-Dec-11	22.46
Health Institute C	06-Jan-12	160.55
Health Institute C	21-Jan-12	103.55
Health Institute C	05-Feb-12	23.11
Health Institute C	20-Feb-12	106.91
Health Institute C	06-Mar-12	30.55
Health Institute C	21-Mar-12	60.34
Health Institute C	05-Apr-12	71.27
Health Institute C	20-Apr-12	17.97
Health Institute C	05-May-12	91.9
Health Institute C	20-May-12	87.14
Health Institute C	04-Jun-12	85.09
Health Institute C	19-Jun-12	55.18
Health Institute C	04-Jul-12	75.61
Health Institute C	19-Jul-12	86.15
Health Institute C	03-Aug-12	94.3
Health Institute C	18-Aug-12	57.71
Health Institute C	02-Sep-12	120.25
Health Institute C	17-Sep-12	109.17
Health Institute C	02-Oct-12	84.82
Health Institute C	17-Oct-12	75.1
Health Institute C	01-Nov-12	53.92
Health Institute C	16-Nov-12	75.48
Health Institute C	01-Dec-12	77.09
Health Institute C	16-Dec-12	104.81
Health Institute C	31-Dec-12	85.6
Health Institute C	15-Jan-13	61.97
Health Institute C	30-Jan-13	85.29
Health Institute C	14-Feb-13	76.01
Health Institute C	01-Mar-13	136.2
Health Institute C	16-Mar-13	89.8
Health Institute C	31-Mar-13	102.86
Health Institute C	15-Apr-13	105.88
Health Institute C	30-Apr-13	47.84
Health Institute C	15-May-13	130.58
Health Institute C	30-May-13	139.96
Health Institute C	14-Jun-13	79.86
Health Institute C	29-Jun-13	-44.73
Health Institute C	14-Jul-13	165.51
Health Institute C	29-Jul-13	85.76
Health Institute C	13-Aug-13	121.17
Health Institute C	28-Aug-13	161.63
Health Institute C	12-Sep-13	88.44
Health Institute C	12-Sep-13	104.68
Health Institute C	27-Sep-13	155.98
Health Institute C	12-Oct-13	130.45
Health Institute C	27-Oct-13	141.06
Health Institute C	11-Nov-13	35.62
Health Institute C	26-Nov-13	161.76
Health Institute C	11-Dec-13	94.13
Health Institute C	26-Dec-13	96.84
Health Institute C	10-Jan-14	146.64
Health Institute C	25-Jan-14	47.21
Health Institute C	09-Feb-14	58.98
Health Institute C	24-Feb-14	48.92
Health Institute C	11-Mar-14	29.69
Health Institute C	26-Mar-14	99.27
Health Institute C	10-Apr-14	52.54
Health Institute C	25-Apr-14	23.04
Health Institute C	10-May-14	24.41
Health Institute C	25-May-14	56.8
Health Institute C	09-Jun-14	56.25
Health Institute C	24-Jun-14	-40.05
Health Institute C	09-Jul-14	20.48
Health Institute C	24-Jul-14	10.45
Health Institute C	08-Aug-14	30.33
Health Institute C	23-Aug-14	-2.99
Health Institute C	07-Sep-14	49.45
Health Institute C	22-Sep-14	-18.52
Health Institute C	07-Oct-14	20.68
Health Institute C	22-Oct-14	29.03
Health Institute C	06-Nov-14	-64.16
Health Institute C	21-Nov-14	22.87
Health Institute C	06-Dec-14	20.65
Health Institute C	21-Dec-14	7.16
Health Institute C	05-Jan-15	56.96
Health Institute C	20-Jan-15	-33.51
Health Institute C	04-Feb-15	78.13
Health Institute C	19-Feb-15	-0.2
Health Institute C	06-Mar-15	-7.63
Health Institute C	21-Mar-15	-82.15
Health Institute C	05-Apr-15	-11.07
Health Institute C	20-Apr-15	-79.75
Health Institute C	05-May-15	-41.54
Health Institute C	20-May-15	-52.77
Health Institute C	04-Jun-15	-129.55
Health Institute C	19-Jun-15	-35.26
Health Institute C	04-Jul-15	-43.33
Health Institute C	19-Jul-15	-115.54
Health Institute C	03-Aug-15	-10.17
Health Institute C	18-Aug-15	-75.57
Health Institute C	02-Sep-15	-90.61
Health Institute C	17-Sep-15	-59.8
Health Institute C	02-Oct-15	-77.92
Health Institute C	17-Oct-15	-65.35
Health Institute C	01-Nov-15	-69.42
Health Institute C	16-Nov-15	-115.13
Health Institute C	01-Dec-15	-112.22
Health Institute C	16-Dec-15	-36.01
Health Institute C	31-Dec-15	-172.65
Health Institute C	15-Jan-16	-117.97
Health Institute C	30-Jan-16	-149.82
Health Institute C	14-Feb-16	-83.72
Health Institute C	29-Feb-16	-125.22
Health Institute C	15-Mar-16	-104
Health Institute C	30-Mar-16	-112.02
Health Institute C	14-Apr-16	-164.91
Health Institute C	29-Apr-16	-129.98
Health Institute C	14-May-16	-158.13
Health Institute C	29-May-16	-125.61
Health Institute C	13-Jun-16	-143.45
Health Institute C	28-Jun-16	-148.82
Health Institute C	13-Jul-16	-172.47
Health Institute C	28-Jul-16	-227.41
Health Institute C	12-Aug-16	-211.18
Health Institute C	27-Aug-16	-214.13
Health Institute C	11-Sep-16	-138.75
Health Institute C	26-Sep-16	-203.84
Health Institute C	11-Oct-16	-155.18
Health Institute C	26-Oct-16	-172.55
Health Institute C	10-Nov-16	-223.82
Health Institute C	25-Nov-16	-206.15
Health Institute C	10-Dec-16	-199.73
Health Institute C	25-Dec-16	-176.87
Health Institute C	09-Jan-17	-149.52
Health Institute C	24-Jan-17	-252.37
Health Institute C	08-Feb-17	-267.21
Health Institute C	23-Feb-17	-233.34
Health Institute C	10-Mar-17	-231.62
Health Institute C	25-Mar-17	-266.01
Health Institute C	09-Apr-17	-255.4
Health Institute C	24-Apr-17	-189.09
Health Institute C	09-May-17	-263.58
Health Institute C	24-May-17	-257.16



Health Institute D	01-Jan-10	28.05
Health Institute D	16-Jan-10	60.73
Health Institute D	31-Jan-10	15.26
Health Institute D	15-Feb-10	4.09
Health Institute D	02-Mar-10	43.17
Health Institute D	17-Mar-10	62.79
Health Institute D	01-Apr-10	17.94
Health Institute D	16-Apr-10	16.85
Health Institute D	01-May-10	14.5
Health Institute D	16-May-10	25.33
Health Institute D	31-May-10	33.51
Health Institute D	15-Jun-10	51.72
Health Institute D	30-Jun-10	49.66
Health Institute D	15-Jul-10	-1.84
Health Institute D	30-Jul-10	30.2
Health Institute D	14-Aug-10	21.83
Health Institute D	29-Aug-10	59.34
Health Institute D	13-Sep-10	79.36
Health Institute D	28-Sep-10	42.91
Health Institute D	13-Oct-10	41.17
Health Institute D	28-Oct-10	15.2
Health Institute D	12-Nov-10	25.82
Health Institute D	27-Nov-10	74.25
Health Institute D	12-Dec-10	26.66
Health Institute D	27-Dec-10	-19.12
Health Institute D	11-Jan-11	10.34
Health Institute D	26-Jan-11	34.9
Health Institute D	10-Feb-11	53.09
Health Institute D	25-Feb-11	40.54
Health Institute D	12-Mar-11	30.29
Health Institute D	27-Mar-11	41.99
Health Institute D	11-Apr-11	40.4
Health Institute D	26-Apr-11	51.29
Health Institute D	11-May-11	38.22
Health Institute D	26-May-11	40.93
Health Institute D	10-Jun-11	39.32
Health Institute D	25-Jun-11	47.89
Health Institute D	10-Jul-11	60.17
Health Institute D	25-Jul-11	72.9
Health Institute D	09-Aug-11	93.84
Health Institute D	24-Aug-11	81.92
Health Institute D	08-Sep-11	69.75
Health Institute D	23-Sep-11	59.92
Health Institute D	08-Oct-11	53.62
Health Institute D	23-Oct-11	42.64
Health Institute D	07-Nov-11	53.98
Health Institute D	22-Nov-11	40.38
Health Institute D	07-Dec-11	87.53
Health Institute D	22-Dec-11	58.16
Health Institute D	06-Jan-12	25.38
Health Institute D	21-Jan-12	63.6
Health Institute D	05-Feb-12	61.69
Health Institute D	20-Feb-12	134.13
Health Institute D	06-Mar-12	62.32
Health Institute D	21-Mar-12	85.73
Health Institute D	05-Apr-12	71.63
Health Institute D	20-Apr-12	116.13
Health Institute D	05-May-12	89.33
Health Institute D	20-May-12	46.61
Health Institute D	04-Jun-12	67.77
Health Institute D	19-Jun-12	93.41
Health Institute D	04-Jul-12	65.97
Health Institute D	19-Jul-12	43.75
Health Institute D	03-Aug-12	96.9
Health Institute D	18-Aug-12	131.87
Health Institute D	02-Sep-12	72.31
Health Institute D	17-Sep-12	41.69
Health Institute D	02-Oct-12	70.93
Health Institute D	17-Oct-12	91.96
Health Institute D	01-Nov-12	88.3
Health Institute D	16-Nov-12	109.67
Health Institute D	01-Dec-12	125.47
Health Institute D	16-Dec-12	107.64
Health Institute D	31-Dec-12	80.73
Health Institute D	15-Jan-13	54.19
Health Institute D	30-Jan-13	93.68
Health Institute D	14-Feb-13	88.94
Health Institute D	01-Mar-13	124.87
Health Institute D	16-Mar-13	68.28
Health Institute D	31-Mar-13	79.07
Health Institute D	15-Apr-13	85.12
Health Institute D	30-Apr-13	87.18
Health Institute D	15-May-13	79.57
Health Institute D	30-May-13	87.83
Health Institute D	14-Jun-13	89.08
Health Institute D	29-Jun-13	112.14
Health Institute D	14-Jul-13	74.38
Health Institute D	29-Jul-13	134.05
Health Institute D	13-Aug-13	119.03
Health Institute D	28-Aug-13	81.07
Health Institute D	12-Sep-13	104.52
Health Institute D	12-Sep-13	114.46
Health Institute D	27-Sep-13	91.35
Health Institute D	12-Oct-13	114.1
Health Institute D	27-Oct-13	103.36
Health Institute D	11-Nov-13	125.35
Health Institute D	26-Nov-13	100.63
Health Institute D	11-Dec-13	101.03
Health Institute D	26-Dec-13	77.82
Health Institute D	10-Jan-14	98.53
Health Institute D	25-Jan-14	117.57
Health Institute D	09-Feb-14	136.27
Health Institute D	24-Feb-14	109.86
Health Institute D	11-Mar-14	107.66
Health Institute D	26-Mar-14	108.1
Health Institute D	10-Apr-14	104.75
Health Institute D	25-Apr-14	122.74
Health Institute D	10-May-14	108.93
Health Institute D	25-May-14	131.03
Health Institute D	09-Jun-14	108.87
Health Institute D	24-Jun-14	111.42
Health Institute D	09-Jul-14	111.76
Health Institute D	24-Jul-14	112.85
Health Institute D	08-Aug-14	112.87
Health Institute D	23-Aug-14	114.65
Health Institute D	07-Sep-14	90.93
Health Institute D	22-Sep-14	104.36
Health Institute D	07-Oct-14	97.45
Health Institute D	22-Oct-14	131.98
Health Institute D	06-Nov-14	110.18
Health Institute D	21-Nov-14	133.22
Health Institute D	06-Dec-14	65.18
Health Institute D	21-Dec-14	91.09
Health Institute D	05-Jan-15	136.87
Health Institute D	20-Jan-15	115.04
Health Institute D	04-Feb-15	89.62
Health Institute D	19-Feb-15	86.28
Health Institute D	06-Mar-15	126.17
Health Institute D	21-Mar-15	96.92
Health Institute D	05-Apr-15	151.09
Health Institute D	20-Apr-15	84.79
Health Institute D	05-May-15	109.88
Health Institute D	20-May-15	116.1
Health Institute D	04-Jun-15	95.06
Health Institute D	19-Jun-15	100.96
Health Institute D	04-Jul-15	112.13
Health Institute D	19-Jul-15	132.45
Health Institute D	03-Aug-15	121.12
Health Institute D	18-Aug-15	96.79
Health Institute D	02-Sep-15	121.1
Health Institute D	17-Sep-15	91.68
Health Institute D	02-Oct-15	105.32
Health Institute D	17-Oct-15	114.66
Health Institute D	01-Nov-15	130.9
Health Institute D	16-Nov-15	120.92
Health Institute D	01-Dec-15	103.87
Health Institute D	16-Dec-15	118.86
Health Institute D	31-Dec-15	80.5
Health Institute D	15-Jan-16	133.22
Health Institute D	30-Jan-16	99.99
Health Institute D	14-Feb-16	102.94
Health Institute D	29-Feb-16	122.71
Health Institute D	15-Mar-16	122.32
Health Institute D	30-Mar-16	97.29
Health Institute D	14-Apr-16	135.53
Health Institute D	29-Apr-16	115.33
Health Institute D	14-May-16	95.83
Health Institute D	29-May-16	94.28
Health Institute D	13-Jun-16	117.35
Health Institute D	28-Jun-16	106.19
Health Institute D	13-Jul-16	118.27
Health Institute D	28-Jul-16	107.9
Health Institute D	12-Aug-16	94.31
Health Institute D	27-Aug-16	111.04
Health Institute D	11-Sep-16	87.95
Health Institute D	26-Sep-16	125.41
Health Institute D	11-Oct-16	105.34
Health Institute D	26-Oct-16	137.36
Health Institute D	10-Nov-16	100.09
Health Institute D	25-Nov-16	74.44
Health Institute D	10-Dec-16	112.46
Health Institute D	25-Dec-16	142.72
Health Institute D	09-Jan-17	131.66
Health Institute D	24-Jan-17	99.26
Health Institute D	08-Feb-17	111.71
Health Institute D	23-Feb-17	109.99
Health Institute D	10-Mar-17	92.85
Health Institute D	25-Mar-17	124.72
Health Institute D	09-Apr-17	71.63
Health Institute D	24-Apr-17	107.71
Health Institute D	09-May-17	90.19
Health Institute D	24-May-17	106.02
